region;dm_method;lag;models_params;predictors_dict;predictors_list;selected_predictors;recall. mean;precision. mean;fscore. mean;recall. std;precision. std;fscore. std
LeftVentralMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 200, 'max_depth': 10};{'speech_ts': ['IPU'], 'speech_left_ts': ['IPU_left']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_t3', 'IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.8203821656050956;0.5231519090170593;0.6388888888888888;0.0;0.0;0.0
LeftFrontaleyeField;RFE_4;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 100, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['Vx', 'Vy']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3'];['Vx_t5', 'Vy_t6', 'Vy_t5', 'Vy_t4'];0.6556543837357052;0.5191146881287726;0.579449747332959;0.0;0.0;0.0
LeftDorsalMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 300};{'speech_left_ts': ['IPU_left'], 'speech_ts': ['IPU']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'IPU_t3'];0.9104665825977302;0.5131485429992892;0.6563636363636364;0.0;0.0;0.0
LeftVentralMotor;RFE_7;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 300, 'max_depth': 10};{'speech_ts': ['IPU'], 'speech_left_ts': ['IPU_left']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_t6', 'IPU_t4', 'IPU_t3', 'IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.7859872611464969;0.5341991341991342;0.6360824742268042;0.0;0.0;0.0
LeftFrontaleyeField;RFE_5;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 300, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['Vx', 'Vy']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3'];['Vx_t5', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3'];0.43964421855146124;0.5474683544303798;0.4876673713883016;0.0;0.0;0.0
LeftDorsalMotor;RFE_7;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 300};{'speech_left_ts': ['IPU_left'], 'speech_ts': ['IPU']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'IPU_t5', 'IPU_t4', 'IPU_t3'];0.776796973518285;0.5625570776255707;0.6525423728813559;0.0;0.0;0.0
LeftVentralMotor;RFE_1;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 10, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4'];0.5778635778635779;0.627972027972028;0.6018766756032171;0.0;0.0;0.0
LeftFusiformGyrus;RFE_10;6;{'max_depth': 50, 'bootstrap': True, 'max_features': 'auto', 'n_estimators': 200, 'random_state': 5};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' AU01_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU06_r_t5', ' AU15_r_t3', ' AU17_r_t6', ' AU20_r_t4', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t3'];0.3328981723237598;0.5120481927710844;0.4034810126582279;0.0;0.0;0.0
LeftFrontaleyeField;RFE_7;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 10, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['Vx', 'Vy']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3'];['Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3'];0.4625158831003812;0.5416666666666666;0.49897189856065804;0.0;0.0;0.0
LeftDorsalMotor;RFE_1;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 10};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t4'];0.5690322580645162;0.6116504854368932;0.589572192513369;0.0;0.0;0.0
LeftVentralMotor;RFE_2;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 50, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4', 'Signal_left_t3'];0.924066924066924;0.5128571428571429;0.6596233348644924;0.0;0.0;0.0
LeftFrontaleyeField;RFE_1;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 10, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['saccades']};['saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3'];['saccades_t3'];1.0;0.5118362124120281;0.6771053745239103;0.0;0.0;0.0
LeftDorsalMotor;RFE_2;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 10};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t4', 'Signal_left_t3'];0.9148387096774193;0.5115440115440115;0.6561776955113373;0.0;0.0;0.0
LeftVentralMotor;RFE_3;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 50, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.8314028314028314;0.5247766043866775;0.6434262948207172;0.0;0.0;0.0
LeftFrontaleyeField;RFE_2;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 10, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['saccades']};['saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3'];['saccades_t4', 'saccades_t3'];1.0;0.5118362124120281;0.6771053745239103;0.0;0.0;0.0
LeftDorsalMotor;RFE_3;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 10};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.8258064516129032;0.5063291139240507;0.6277587052476705;0.0;0.0;0.0
LeftFrontaleyeField;RFE_3;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 10, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['saccades']};['saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3'];['saccades_t6', 'saccades_t4', 'saccades_t3'];1.0;0.5118362124120281;0.6771053745239103;0.0;0.0;0.0
LeftVentralMotor;RFE_4;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 100, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.7593307593307593;0.5339366515837104;0.6269925611052072;0.0;0.0;0.0
LeftFrontaleyeField;RFE_4;6;{'bootstrap': True, 'max_depth': 10, 'n_estimators': 100, 'max_features': 'auto', 'random_state': 5};{'eyetracking_ts': ['saccades']};['saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3'];['saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3'];1.0;0.5118362124120281;0.6771053745239103;0.0;0.0;0.0
LeftDorsalMotor;RFE_4;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 200};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.7806451612903226;0.5058528428093646;0.6139015728056824;0.0;0.0;0.0
LeftFusiformGyrus;RFE_11;6;{'max_depth': 10, 'bootstrap': True, 'max_features': 'auto', 'n_estimators': 50, 'random_state': 5};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU06_r_t6', ' AU17_r_t5', ' AU20_r_t5', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3'];0.27676240208877284;0.5158150851581509;0.36023789294817327;0.0;0.0;0.0
LeftVentralMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 10, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['talk_t4', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.8841698841698842;0.5066371681415929;0.6441631504922644;0.0;0.0;0.0
LeftDorsalMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 10};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t4'];0.8438709677419355;0.516179952644041;0.6405484818805093;0.0;0.0;0.0
LeftVentralMotor;RFE_7;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 10, 'max_depth': 10};{'speech_ts': ['talk'], 'speech_left_ts': ['Signal_left']};['talk_t6', 'talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['talk_t5', 'talk_t4', 'talk_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.5225225225225225;0.5165394402035624;0.5195137555982086;0.0;0.0;0.0
LeftDorsalMotor;RFE_7;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 100};{'speech_left_ts': ['Signal_left'], 'speech_ts': ['talk']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t6', 'talk_t5', 'talk_t4', 'talk_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3', 'talk_t5', 'talk_t4', 'talk_t3'];0.8412903225806452;0.5089773614363778;0.6342412451361867;0.0;0.0;0.0
LeftVentralMotor;RFE_1;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 10, 'max_depth': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4'];0.8915159944367177;0.465166908563135;0.6113495469718646;0.0;0.0;0.0
LeftDorsalMotor;RFE_1;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4'];0.4972451790633609;0.6016666666666667;0.5444947209653093;0.0;0.0;0.0
LeftVentralMotor;RFE_2;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 50, 'max_depth': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4', 'Signal_left_t3'];0.894297635605007;0.46459537572254334;0.6115073704232049;0.0;0.0;0.0
LeftDorsalMotor;RFE_2;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 200};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4', 'IPU_left_t3'];0.9228650137741047;0.4708362614195362;0.6235458352722197;0.0;0.0;0.0
LeftFusiformGyrus;RFE_12;6;{'max_depth': 50, 'bootstrap': True, 'max_features': 'auto', 'n_estimators': 200, 'random_state': 5};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU06_r_t4', ' AU15_r_t5', ' AU15_r_t3', ' AU20_r_t6', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3'];0.7911227154046997;0.500412881915772;0.613050075872534;0.0;0.0;0.0
LeftVentralMotor;RFE_3;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 100, 'max_depth': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t5', 'IPU_left_t3', 'Signal_left_t4'];0.6369958275382476;0.5538089480048367;0.5924967658473479;0.0;0.0;0.0
LeftDorsalMotor;RFE_3;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 300};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t4', 'IPU_left_t3', 'Signal_left_t4'];0.8319559228650137;0.45243445692883894;0.5861232411450751;0.0;0.0;0.0
LeftVentralMotor;RFE_4;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 100, 'max_depth': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.4478442280945758;0.5770609318996416;0.5043069694596711;0.0;0.0;0.0
LeftDorsalMotor;RFE_4;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 100};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t4'];0.7520661157024794;0.4595959595959596;0.5705329153605015;0.0;0.0;0.0
LeftVentralMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'n_estimators': 100, 'max_depth': 10};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t3'];0.8205841446453408;0.4580745341614907;0.5879422022919781;0.0;0.0;0.0
LeftFusiformGyrus;RFE_1;6;{'max_depth': 10, 'bootstrap': True, 'max_features': 'auto', 'n_estimators': 10, 'random_state': 5};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3'];[' AU23_r_t6'];0.391644908616188;0.5050505050505051;0.4411764705882353;0.0;0.0;0.0
LeftDorsalMotor;RFE_5;6;{'max_features': 'auto', 'random_state': 5, 'bootstrap': True, 'max_depth': 10, 'n_estimators': 200};{'speech_left_ts': ['IPU_left', 'Signal_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'Signal_left_t3'];0.5275482093663911;0.5965732087227414;0.5599415204678363;0.0;0.0;0.0
